0.000109485	-4364889.17	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	854.821,854.821,1654.81,2260.85,2416.38,2218.79,2071.68,2051.15,2136.7,2274.06,2380.92,2409.39,2352.85,2254.64,2156.41,2129,1930.1,1383.79,1383.79
0.000107556	-4364475.43	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	349.161,349.161,1288.02,2329.58,2645.99,2247.95,1962.83,1909.67,2043.42,2280.33,2478.55,2539.48,2436.85,2253.42,2072.02,2033.45,1723.87,972.187,972.187
0.000105701	-4364222.11	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	146.688,146.688,1018.81,2387.26,2885.55,2298.3,1889.88,1802.46,1963.89,2274.36,2548.94,2642.66,2502.41,2245.53,1994.51,1959.61,1590.8,681.136,681.136
0.000103954	-4364072.41	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	62.425,62.425,808.934,2414.74,3113.63,2355.99,1839.91,1720.15,1897.2,2262.98,2600.7,2725.65,2554.77,2235.04,1926.23,1909.39,1517.65,469.408,469.408
0.000102326	-4364007.27	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	26.7902,26.7902,642.928,2410.44,3320.58,2414.54,1805.6,1656.46,1841.73,2249.75,2639.41,2793.19,2597.51,2224.42,1867.87,1884.14,1501.4,350.674,350.674
0.000100788	-4363989.05	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	11.5881,11.5881,511.89,2379.46,3502.65,2470.53,1782.22,1606.82,1795.56,2236.28,2668.45,2848.23,2632.53,2214.15,1817.56,1879.27,1530.51,304.917,304.917
9.9321e-05	-4363963.25	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	5.05594,5.05594,408.911,2328.99,3659.75,2522.44,1766.68,1567.94,1757.02,2223.33,2690.13,2892.88,2660.84,2203.53,1771.65,1883.57,1577.27,293.606,293.606
9.79281e-05	-4363923.22	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	2.24348,2.24348,328.288,2265.95,3793.93,2569.87,1757,1537.5,1724.86,2211.44,2706.41,2929.21,2683.7,2192.52,1728.19,1889.7,1621.99,292.575,292.575
9.66151e-05	-4363883.43	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	2.24323,2.24323,265.279,2196.07,3908,2612.89,1751.77,1513.76,1698,2200.9,2718.81,2959.08,2702.56,2181.8,1687.03,1896.09,1659.2,293.854,293.854
9.5384e-05	-4363849.12	0,4.46249e-06,1.07118e-05,1.94635e-05,3.17194e-05,4.88828e-05,7.29186e-05,0.000106579,0.000153717,0.00021973,0.000312175,0.000441637,0.000622938,0.000876834,0.00123239,0.00173032,0.00242763,0.00340415,0.00477169,inf	2.24323,2.24323,215.94,2123.48,4004.7,2651.55,1749.83,1495.29,1675.51,2191.76,2728.36,2983.9,2718.54,2171.99,1648.35,1902.98,1688.9,295.593,295.593
