0.000113134	-7561682.81	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2593.37,2593.37,2460.22,2342.97,2267.5,2033.87,1853.71,1828.44,1916.58,2080.36,2259.06,2357.58,2343.89,2239.99,2104.13,1998.03,1926.86,1786.87,1786.87
0.000111007	-7560771.47	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2794.8,2794.8,2653.04,2508.72,2443.36,2025.93,1698.09,1635.76,1756.72,2011.02,2314.45,2497.81,2481.55,2289.43,2035.92,1854.39,1753.54,1588.15,1588.15
0.000108964	-7560254.15	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2853.53,2853.53,2748.2,2626.29,2633.38,2070.7,1617.36,1517.8,1647.61,1954.01,2346.28,2600.26,2589.16,2323.02,1969.12,1736.19,1627.72,1468.44,1468.44
0.000107018	-7559935.41	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2847.98,2847.98,2774.25,2690.96,2810.38,2136.75,1575.82,1442.65,1570.31,1907.06,2363.6,2675.08,2674.35,2346.62,1907.69,1640.95,1536.16,1392.17,1392.17
0.000105182	-7559727.93	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2826.13,2826.13,2760.51,2711.52,2963.36,2209.01,1555.9,1393.85,1514.29,1868.45,2372.18,2729.74,2742.79,2364.16,1853.25,1565.11,1469.48,1342.69,1342.69
0.000103461	-7559587.03	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2809.95,2809.95,2728.67,2700.14,3089.73,2280.04,1548.17,1362.03,1473.1,1836.75,2375.59,2769.59,2798.54,2378.09,1806.02,1505.04,1421,1310.88,1310.88
0.000101856	-7559487.64	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2806.61,2806.61,2692.28,2668.02,3191.06,2346.34,1547.27,1341.52,1442.54,1810.73,2376.02,2798.42,2844.49,2389.85,1765.46,1457.54,1385.91,1291.17,1291.17
0.000100362	-7559414.93	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2815.93,2815.93,2658.91,2623.79,3270.72,2406.52,1550.01,1328.69,1419.74,1789.33,2374.87,2819,2882.73,2400.23,1730.74,1419.94,1360.75,1279.96,1279.96
9.89743e-05	-7559359.86	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2834.94,2834.94,2632.14,2573.64,3332.47,2460.28,1554.48,1321.12,1402.69,1771.72,2372.98,2833.34,2914.8,2409.68,1700.96,1390.08,1342.99,1274.81,1274.81
9.76871e-05	-7559316.84	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2860.39,2860.39,2613.36,2521.68,3380.01,2507.95,1559.54,1317.16,1389.91,1757.19,2370.9,2842.94,2941.85,2418.42,1675.29,1366.29,1330.77,1273.98,1273.98
9.64943e-05	-7559282.33	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2889.02,2889.02,2602.57,2470.43,3416.45,2550.07,1564.47,1315.66,1380.33,1745.15,2368.96,2848.94,2964.8,2426.59,1653.01,1347.25,1322.71,1276.24,1276.24
9.53901e-05	-7559254.06	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2918.35,2918.35,2599.16,2421.34,3444.35,2587.33,1568.92,1315.85,1373.15,1735.13,2367.35,2852.2,2984.36,2434.24,1633.52,1331.94,1317.77,1280.66,1280.66
9.43687e-05	-7559230.53	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2946.67,2946.67,2602.36,2375.17,3465.78,2620.43,1572.67,1317.14,1367.77,1726.76,2366.18,2853.38,3001.11,2441.43,1616.32,1319.58,1315.17,1286.57,1286.57
9.34247e-05	-7559210.72	0,3.31191e-06,8.04986e-06,1.48279e-05,2.45243e-05,3.83959e-05,5.82403e-05,8.66292e-05,0.000127242,0.000185341,0.000268458,0.000387362,0.000557463,0.000800807,0.00114893,0.00164695,0.0023594,0.00337862,0.00483669,inf	2972.68,2972.68,2611.14,2332.23,3482.29,2649.96,1575.63,1319.14,1363.75,1719.71,2365.5,2852.99,3015.53,2448.19,1601.02,1309.54,1314.33,1293.45,1293.45
